"","province","date","total_cases","new_cases","total_deaths","new_deaths","total_recovered","new_recovered","active_today"
"984","Prince Edward Island",2020-03-29,11,0,0,0,1,0,10
"985","Prince Edward Island",2020-03-30,18,7,0,0,1,0,17
"986","Prince Edward Island",2020-03-31,21,3,0,0,1,0,20
"987","Prince Edward Island",2020-04-01,21,0,0,0,3,2,18
"988","Prince Edward Island",2020-04-02,22,1,0,0,3,0,19
"989","Prince Edward Island",2020-04-03,22,0,0,0,0,0,22
"990","Prince Edward Island",2020-04-04,22,0,0,0,0,0,22
"991","Prince Edward Island",2020-04-05,22,0,0,0,6,0,16
"992","Prince Edward Island",2020-04-06,22,0,0,0,8,2,14
"993","Prince Edward Island",2020-04-07,22,0,0,0,0,0,22
"994","Prince Edward Island",2020-04-08,24,2,0,0,0,0,24
"995","Prince Edward Island",2020-04-09,25,1,0,0,0,0,25
"996","Prince Edward Island",2020-04-10,25,0,0,0,0,0,25
"997","Prince Edward Island",2020-04-11,25,0,0,0,0,0,25
"998","Prince Edward Island",2020-04-12,25,0,0,0,0,0,25
"999","Prince Edward Island",2020-04-13,25,0,0,0,0,0,25
"1000","Prince Edward Island",2020-04-14,25,0,0,0,0,0,25
"1001","Prince Edward Island",2020-04-15,26,1,0,0,0,0,26
"1002","Prince Edward Island",2020-04-16,26,0,0,0,0,0,26
"1003","Prince Edward Island",2020-04-17,26,0,0,0,0,0,26
"1004","Prince Edward Island",2020-04-18,26,0,0,0,23,23,3
"1005","Prince Edward Island",2020-04-19,26,0,0,0,23,0,3
"1006","Prince Edward Island",2020-04-20,26,0,0,0,23,0,3
"1007","Prince Edward Island",2020-04-21,26,0,0,0,23,0,3
"1008","Prince Edward Island",2020-04-22,26,0,0,0,24,1,2
"1009","Prince Edward Island",2020-04-23,26,0,0,0,24,0,2
"1010","Prince Edward Island",2020-04-24,26,0,0,0,24,0,2
"1011","Prince Edward Island",2020-04-25,26,0,0,0,24,0,2
"1012","Prince Edward Island",2020-04-26,26,0,0,0,24,0,2
"1013","Prince Edward Island",2020-04-27,26,0,0,0,24,0,2
"1014","Prince Edward Island",2020-04-28,27,1,0,0,24,0,3
"1015","Prince Edward Island",2020-04-29,27,0,0,0,24,0,3
"1016","Prince Edward Island",2020-04-30,27,0,0,0,24,0,3
"1017","Prince Edward Island",2020-05-01,27,0,0,0,24,0,3
"1018","Prince Edward Island",2020-05-02,27,0,0,0,24,0,3
"1019","Prince Edward Island",2020-05-03,27,0,0,0,24,0,3
"1020","Prince Edward Island",2020-05-04,27,0,0,0,25,1,2
"1021","Prince Edward Island",2020-05-05,27,0,0,0,25,0,2
"1022","Prince Edward Island",2020-05-06,27,0,0,0,26,1,1
"1023","Prince Edward Island",2020-05-07,27,0,0,0,26,0,1
"1024","Prince Edward Island",2020-05-08,27,0,0,0,27,1,0
"1025","Prince Edward Island",2020-05-09,27,0,0,0,27,0,0
"1026","Prince Edward Island",2020-05-10,27,0,0,0,27,0,0
"1027","Prince Edward Island",2020-05-11,27,0,0,0,27,0,0
"1028","Prince Edward Island",2020-05-12,27,0,0,0,27,0,0
"1029","Prince Edward Island",2020-05-13,27,0,0,0,27,0,0
"1030","Prince Edward Island",2020-05-14,27,0,0,0,27,0,0
"1031","Prince Edward Island",2020-05-15,27,0,0,0,27,0,0
"1032","Prince Edward Island",2020-05-16,27,0,0,0,27,0,0
"1033","Prince Edward Island",2020-05-17,27,0,0,0,27,0,0
"1034","Prince Edward Island",2020-05-18,27,0,0,0,27,0,0
"1035","Prince Edward Island",2020-05-19,27,0,0,0,27,0,0
"1036","Prince Edward Island",2020-05-20,27,0,0,0,27,0,0
"1037","Prince Edward Island",2020-05-21,27,0,0,0,27,0,0
"1038","Prince Edward Island",2020-05-22,27,0,0,0,27,0,0
"1039","Prince Edward Island",2020-05-23,27,0,0,0,27,0,0
"1040","Prince Edward Island",2020-05-24,27,0,0,0,27,0,0
"1041","Prince Edward Island",2020-05-25,27,0,0,0,27,0,0
"1042","Prince Edward Island",2020-05-26,27,0,0,0,27,0,0
"1043","Prince Edward Island",2020-05-27,27,0,0,0,27,0,0
"1044","Prince Edward Island",2020-05-28,27,0,0,0,27,0,0
"1045","Prince Edward Island",2020-05-29,27,0,0,0,27,0,0
"1046","Prince Edward Island",2020-05-30,27,0,0,0,27,0,0
"1047","Prince Edward Island",2020-05-31,27,0,0,0,27,0,0
"1048","Prince Edward Island",2020-06-01,27,0,0,0,27,0,0
"1049","Prince Edward Island",2020-06-02,27,0,0,0,27,0,0
"1050","Yukon",2020-03-11,0,0,0,0,0,0,0
"1051","Yukon",2020-03-12,0,0,0,0,0,0,0
"1052","Yukon",2020-03-13,0,0,0,0,0,0,0
"1053","Yukon",2020-03-14,0,0,0,0,0,0,0
"1054","Yukon",2020-03-15,0,0,0,0,0,0,0
"1055","Yukon",2020-03-16,0,0,0,0,0,0,0
"1056","Yukon",2020-03-17,0,0,0,0,0,0,0
"1057","Yukon",2020-03-18,0,0,0,0,0,0,0
"1058","Yukon",2020-03-19,0,0,0,0,0,0,0
"1059","Yukon",2020-03-20,0,0,0,0,0,0,0
"1060","Yukon",2020-03-21,0,0,0,0,0,0,0
"1061","Yukon",2020-03-22,0,0,0,0,0,0,0
"1062","Yukon",2020-03-23,2,0,0,0,0,0,2
"1063","Yukon",2020-03-24,2,0,0,0,0,0,2
"1064","Yukon",2020-03-25,3,0,0,0,0,0,3
"1065","Yukon",2020-03-26,3,0,0,0,0,0,3
"1066","Yukon",2020-03-27,3,0,0,0,0,0,3
"1067","Yukon",2020-03-28,4,0,0,0,0,0,4
"1068","Yukon",2020-03-29,4,0,0,0,0,0,4
"1069","Yukon",2020-03-30,5,1,0,0,0,0,5
"1070","Yukon",2020-03-31,5,0,0,0,0,0,5
"1071","Yukon",2020-04-01,5,0,0,0,3,0,2
"1072","Yukon",2020-04-02,6,1,0,0,3,0,3
"1073","Yukon",2020-04-03,6,0,0,0,0,0,6
"1074","Yukon",2020-04-04,6,0,0,0,0,0,6
"1075","Yukon",2020-04-05,6,0,0,0,4,0,2
"1076","Yukon",2020-04-06,7,1,0,0,4,0,3
"1077","Yukon",2020-04-07,7,0,0,0,0,0,7
"1078","Yukon",2020-04-08,7,0,0,0,0,0,7
"1079","Yukon",2020-04-09,8,1,0,0,0,0,8
"1080","Yukon",2020-04-10,8,0,0,0,0,0,8
"1081","Yukon",2020-04-11,8,0,0,0,0,0,8
"1082","Yukon",2020-04-12,8,0,0,0,0,0,8
"1083","Yukon",2020-04-13,8,0,0,0,0,0,8
"1084","Yukon",2020-04-14,8,0,0,0,0,0,8
"1085","Yukon",2020-04-15,8,0,0,0,0,0,8
"1086","Yukon",2020-04-16,8,0,0,0,0,0,8
"1087","Yukon",2020-04-17,9,1,0,0,0,0,9
"1088","Yukon",2020-04-18,9,0,0,0,8,8,1
"1089","Yukon",2020-04-19,9,0,0,0,8,0,1
"1090","Yukon",2020-04-20,11,2,0,0,8,0,3
"1091","Yukon",2020-04-21,11,0,0,0,8,0,3
"1092","Yukon",2020-04-22,11,0,0,0,8,0,3
"1093","Yukon",2020-04-23,11,0,0,0,8,0,3
"1094","Yukon",2020-04-24,11,0,0,0,8,0,3
"1095","Yukon",2020-04-25,11,0,0,0,8,0,3
"1096","Yukon",2020-04-26,11,0,0,0,8,0,3
"1097","Yukon",2020-04-27,11,0,0,0,8,0,3
"1098","Yukon",2020-04-28,11,0,0,0,8,0,3
"1099","Yukon",2020-04-29,11,0,0,0,8,0,3
"1100","Yukon",2020-04-30,11,0,0,0,9,1,2
"1101","Yukon",2020-05-01,11,0,0,0,11,2,0
"1102","Yukon",2020-05-02,11,0,0,0,11,0,0
"1103","Yukon",2020-05-03,11,0,0,0,11,0,0
"1104","Yukon",2020-05-04,11,0,0,0,11,0,0
"1105","Yukon",2020-05-05,11,0,0,0,11,0,0
"1106","Yukon",2020-05-06,11,0,0,0,11,0,0
"1107","Yukon",2020-05-07,11,0,0,0,11,0,0
"1108","Yukon",2020-05-08,11,0,0,0,11,0,0
"1109","Yukon",2020-05-09,11,0,0,0,11,0,0
"1110","Yukon",2020-05-10,11,0,0,0,11,0,0
"1111","Yukon",2020-05-11,11,0,0,0,11,0,0
"1112","Yukon",2020-05-12,11,0,0,0,11,0,0
"1113","Yukon",2020-05-13,11,0,0,0,11,0,0
"1114","Yukon",2020-05-14,11,0,0,0,11,0,0
"1115","Yukon",2020-05-15,11,0,0,0,11,0,0
"1116","Yukon",2020-05-16,11,0,0,0,11,0,0
"1117","Yukon",2020-05-17,11,0,0,0,11,0,0
"1118","Yukon",2020-05-18,11,0,0,0,11,0,0
"1119","Yukon",2020-05-19,11,0,0,0,11,0,0
"1120","Yukon",2020-05-20,11,0,0,0,11,0,0
"1121","Yukon",2020-05-21,11,0,0,0,11,0,0
"1122","Yukon",2020-05-22,11,0,0,0,11,0,0
"1123","Yukon",2020-05-23,11,0,0,0,11,0,0
"1124","Yukon",2020-05-24,11,0,0,0,11,0,0
"1125","Yukon",2020-05-25,11,0,0,0,11,0,0
"1126","Yukon",2020-05-26,11,0,0,0,11,0,0
"1127","Yukon",2020-05-27,11,0,0,0,11,0,0
"1128","Yukon",2020-05-28,11,0,0,0,11,0,0
"1129","Yukon",2020-05-29,11,0,0,0,11,0,0
"1130","Yukon",2020-05-30,11,0,0,0,11,0,0
"1131","Yukon",2020-05-31,11,0,0,0,11,0,0
"1132","Yukon",2020-06-01,11,0,0,0,11,0,0
"1133","Yukon",2020-06-02,11,0,0,0,11,0,0
